Date,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),unknown_discharge (m³/s),Kushi_discharge (m³/s),Longai_discharge (m³/s),Singla_discharge (m³/s),pressure_msl (hPa),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),flooded
2016-09-05,31.9,25.6,28.3,8.4,7,1.78,9.4,37,3.85,1773.19,2337.84,147.59,7.49,1002.7,0.47,0.46,0.484,0.511,0
2016-09-06,32.5,25.5,28.1,13.4,12,2.11,8.1,92,4.15,1777.28,2337.84,147.94,7.45,1003.2,0.478,0.467,0.477,0.511,0
2016-09-07,31.6,25.3,28.1,6.0,13,1.24,4.9,69,3.85,1777.28,2337.84,146.57,7.41,1003.8,0.485,0.479,0.471,0.51,0
2016-09-08,30.1,25.3,27.4,1.2,5,1.84,5.1,290,3.11,1773.19,2327.09,143.54,7.36,1005.4,0.483,0.49,0.468,0.509,0
2016-09-09,30.9,25.3,27.5,5.3,20,1.66,5.7,245,3.69,1769.11,2311.07,140.58,7.24,1006.4,0.495,0.486,0.464,0.509,0
2016-09-10,30.1,25.2,27.1,5.5,10,1.73,4.7,317,2.74,1752.88,2289.87,138.32,7.15,1006.0,0.49,0.493,0.462,0.508,0
2016-09-11,29.0,24.7,26.8,11.4,16,1.75,5.2,68,2.71,1732.8,2268.86,136.72,7.05,1005.7,0.469,0.486,0.47,0.507,0
2016-09-12,31.0,24.8,26.7,22.2,19,1.84,7.9,147,2.57,1720.87,2268.86,137.68,7.05,1006.4,0.478,0.492,0.473,0.507,0
2016-09-13,29.6,24.8,26.8,14.8,19,1.56,6.5,233,2.68,1736.8,2284.6,140.25,7.15,1007.5,0.483,0.491,0.482,0.507,0
2016-09-14,28.8,24.4,26.4,7.6,15,1.26,3.9,195,2.18,1760.98,2305.75,140.58,7.28,1007.3,0.461,0.488,0.496,0.506,0
2016-09-15,31.0,24.4,27.6,7.0,6,1.75,4.0,340,3.31,1769.11,2311.07,139.6,7.34,1005.9,0.478,0.484,0.497,0.506,0
2016-09-16,31.0,25.1,27.1,16.5,19,1.94,5.6,163,3.14,1760.98,2311.07,140.58,7.34,1005.3,0.496,0.485,0.493,0.506,0
2016-09-17,31.0,25.0,26.8,9.1,22,2.02,4.7,104,2.58,1756.92,2305.75,142.22,7.36,1006.0,0.508,0.5,0.49,0.506,0
2016-09-18,29.2,24.8,26.6,9.0,19,1.35,4.9,63,2.16,1765.04,2316.39,143.54,7.36,1006.6,0.494,0.503,0.493,0.506,0
2016-09-19,29.7,24.5,26.7,16.5,18,2.09,5.3,175,2.0,1777.28,2332.46,146.23,7.39,1005.6,0.496,0.497,0.493,0.505,0
2016-09-20,28.5,24.4,26.4,11.1,15,1.32,3.8,38,1.88,1785.49,2343.23,148.62,7.45,1006.6,0.474,0.488,0.505,0.506,0
2016-09-21,30.7,24.9,27.0,11.1,17,1.7,6.4,52,2.52,1806.17,2364.92,151.05,7.55,1009.1,0.504,0.495,0.503,0.506,0
2016-09-22,31.6,24.8,27.5,14.4,15,2.2,4.9,105,3.37,1835.54,2392.32,152.46,7.65,1008.1,0.483,0.499,0.504,0.506,0
2016-09-23,30.2,24.1,27.0,8.1,16,1.93,5.6,26,3.56,1852.53,2420.03,153.17,7.69,1006.7,0.465,0.476,0.51,0.507,0
2016-09-24,30.3,24.2,27.1,9.9,13,2.0,5.9,17,3.58,1856.8,2420.03,153.53,7.69,1005.7,0.484,0.475,0.506,0.507,0
2016-09-25,30.3,24.5,27.2,13.3,17,1.84,5.1,7,3.61,1856.8,2425.61,153.88,7.69,1006.5,0.483,0.477,0.502,0.508,0
2016-09-26,30.4,24.6,27.0,13.3,16,1.8,4.5,280,2.76,1861.09,2431.2,154.24,7.69,1007.0,0.456,0.486,0.509,0.508,0
2016-09-27,30.9,24.7,27.6,4.5,8,1.58,4.8,166,2.99,1852.53,2420.03,153.53,7.65,1006.2,0.469,0.47,0.506,0.508,0
2016-09-28,31.9,25.5,28.1,11.0,15,2.1,7.0,136,3.73,1835.54,2397.83,153.53,7.63,1005.6,0.474,0.467,0.5,0.508,0
2016-09-29,31.5,24.9,27.8,6.4,8,1.92,4.5,275,3.32,1822.9,2381.32,154.24,7.63,1005.6,0.479,0.476,0.495,0.508,0
2016-09-30,31.5,25.0,27.6,4.7,8,2.4,5.1,115,2.89,1814.52,2364.92,153.17,7.59,1005.9,0.477,0.485,0.49,0.508,0
2016-10-01,31.3,25.0,27.6,6.8,6,1.72,4.0,299,2.58,1802.02,2348.63,151.76,7.51,1007.9,0.482,0.48,0.486,0.508,0
2016-10-02,31.2,24.7,27.6,5.7,8,1.88,5.6,276,2.61,1785.49,2327.09,150.36,7.41,1008.4,0.49,0.484,0.482,0.507,0
2016-10-03,32.1,24.4,27.2,13.4,9,1.49,5.7,163,2.62,1769.11,2305.75,150.71,7.36,1006.1,0.462,0.493,0.488,0.507,0
2016-10-04,31.2,24.7,27.6,6.9,10,1.63,6.6,195,3.2,1748.85,2284.6,151.05,7.3,1005.3,0.467,0.477,0.49,0.507,0
2016-10-05,31.7,24.6,27.5,11.3,13,1.32,6.7,157,3.26,1728.82,2263.64,153.17,7.3,1005.6,0.48,0.475,0.485,0.506,0
2016-10-06,30.7,24.8,27.5,11.7,9,1.61,6.0,81,2.97,1712.96,2253.24,155.68,7.34,1006.3,0.483,0.48,0.482,0.506,0
2016-10-07,30.3,24.7,26.4,19.5,18,2.14,5.4,216,2.41,1709.02,2258.44,157.49,7.41,1007.6,0.463,0.49,0.488,0.506,0
2016-10-08,29.5,24.4,26.0,8.3,20,2.21,4.7,69,1.99,1709.02,2258.44,158.59,7.49,1008.0,0.478,0.484,0.497,0.506,0
2016-10-09,28.9,24.2,26.3,8.6,17,1.68,7.4,35,2.74,1709.02,2258.44,159.32,7.51,1006.8,0.492,0.483,0.493,0.505,0
2016-10-10,29.7,24.0,26.3,4.1,15,1.64,7.5,89,2.92,1709.02,2253.24,158.59,7.47,1006.3,0.494,0.487,0.49,0.505,0
2016-10-11,29.2,23.6,25.8,2.7,10,2.05,6.8,21,2.08,1705.08,2242.88,156.4,7.38,1006.3,0.487,0.487,0.488,0.505,0
2016-10-12,27.6,23.3,25.2,41.2,22,4.03,13.1,111,1.35,1709.02,2268.86,158.59,7.36,1006.2,0.477,0.488,0.497,0.506,0
2016-10-13,28.8,23.2,25.5,1.6,6,1.75,6.1,57,2.21,1705.08,2274.1,158.59,7.39,1008.7,0.448,0.451,0.51,0.511,0
2016-10-14,30.2,24.1,26.7,1.5,7,1.32,4.6,124,3.21,1701.16,2258.44,155.68,7.36,1008.6,0.438,0.446,0.502,0.511,0
2016-10-15,31.4,24.0,27.3,0.5,3,1.77,5.9,2,3.62,1701.16,2237.72,152.82,7.22,1008.4,0.427,0.441,0.493,0.511,0
2016-10-16,32.5,22.8,27.3,0.0,0,1.8,4.8,16,3.93,1681.67,2212.09,150.01,7.09,1008.3,0.414,0.434,0.484,0.51,0
2016-10-17,33.4,22.5,27.6,0.0,0,2.05,4.0,4,4.14,1650.96,2171.7,146.57,6.94,1007.0,0.4,0.427,0.476,0.51,0
2016-10-18,32.1,23.1,27.0,0.0,0,2.12,3.9,19,3.8,1617.08,2127.14,143.54,6.8,1006.6,0.389,0.42,0.469,0.509,0
2016-10-19,31.9,21.8,26.5,0.0,0,2.05,4.7,5,3.94,1587.55,2083.49,140.58,6.67,1005.6,0.377,0.413,0.462,0.508,0
2016-10-20,31.4,21.4,26.0,0.0,0,1.98,4.0,23,3.85,1554.97,2040.74,137.68,6.55,1005.4,0.366,0.406,0.456,0.508,0
2016-10-21,30.4,20.4,25.4,0.1,1,1.97,3.7,29,3.71,1526.57,2003.47,135.14,6.43,1006.7,0.357,0.4,0.45,0.507,0
2016-10-22,30.3,18.8,24.4,0.0,0,2.09,4.5,32,3.92,1495.24,1962.36,132.35,6.31,1007.5,0.347,0.393,0.444,0.506,0
2016-10-23,30.7,18.6,24.3,0.0,0,2.12,3.9,7,3.99,1461.18,1922.09,129.92,6.21,1006.4,0.337,0.387,0.439,0.505,0
2016-10-24,31.9,20.6,26.6,0.9,6,1.66,5.2,77,3.76,1431.19,1882.65,127.53,6.1,1005.2,0.33,0.381,0.434,0.504,0
2016-10-25,31.3,23.0,26.7,2.1,10,2.09,5.1,72,3.11,1405.05,1848.27,125.47,6.0,1006.7,0.337,0.376,0.43,0.504,0
2016-10-26,28.8,23.3,25.9,4.8,13,2.15,4.7,50,2.17,1379.38,1818.7,123.74,5.92,1010.4,0.368,0.374,0.427,0.503,0
2016-10-27,28.3,22.3,25.1,6.3,11,2.84,6.7,3,2.21,1360.44,1797.87,123.17,5.87,1012.6,0.411,0.376,0.424,0.502,0
2016-10-28,27.4,22.3,24.7,1.0,4,1.77,4.4,47,1.91,1354.19,1781.38,122.59,5.82,1011.5,0.43,0.381,0.422,0.501,0
2016-10-29,29.8,22.6,25.6,0.9,5,2.0,4.8,81,2.89,1354.19,1777.28,121.46,5.76,1011.6,0.413,0.381,0.419,0.501,0
2016-10-30,29.5,21.9,25.5,2.5,5,1.8,5.2,35,2.77,1351.07,1769.11,120.06,5.68,1013.2,0.399,0.379,0.416,0.5,0
2016-10-31,30.8,21.8,26.0,0.0,0,2.32,6.2,64,3.36,1335.6,1748.85,118.12,5.61,1013.8,0.384,0.376,0.414,0.499,0
2016-11-01,31.1,22.1,26.2,1.2,2,2.09,5.3,52,3.37,1317.26,1724.84,115.95,5.5,1012.4,0.369,0.371,0.411,0.498,0
2016-11-02,31.7,22.4,26.6,0.4,2,2.28,5.8,58,3.36,1293.2,1693.34,113.82,5.43,1012.6,0.356,0.367,0.408,0.498,0
2016-11-03,31.7,22.5,26.7,4.3,6,1.93,5.1,42,3.36,1272.5,1670.09,113.02,5.35,1012.5,0.345,0.362,0.406,0.497,0
2016-11-04,26.1,22.2,24.0,10.6,14,2.02,3.6,94,1.17,1260.83,1654.77,113.29,5.35,1011.3,0.384,0.361,0.404,0.496,0
2016-11-05,24.8,21.0,22.9,20.1,19,3.9,6.4,75,0.82,1266.65,1666.25,117.03,5.41,1008.7,0.425,0.365,0.403,0.496,0
2016-11-06,23.2,20.9,21.9,65.7,18,3.36,7.6,62,0.69,1379.38,1844.02,194.43,6.45,1007.6,0.463,0.48,0.416,0.495,0
2016-11-07,26.8,21.1,23.5,2.8,3,2.64,5.9,93,2.27,1526.57,2097.94,232.35,7.15,1009.3,0.478,0.494,0.434,0.495,0
2016-11-08,27.5,18.2,23.0,0.2,1,1.92,4.9,44,2.55,1620.81,2151.78,204.12,7.07,1011.4,0.467,0.478,0.435,0.494,0
2016-11-09,28.6,18.1,23.2,0.0,0,2.14,4.1,354,3.13,1628.3,2141.89,185.64,6.74,1011.9,0.453,0.467,0.435,0.494,0
2016-11-10,29.0,20.6,24.6,0.0,0,1.58,4.9,82,2.99,1591.21,2088.3,173.18,6.45,1011.8,0.443,0.458,0.433,0.493,0
2016-11-11,28.0,18.9,23.2,0.1,1,2.01,5.1,52,2.81,1554.97,2026.68,164.58,6.21,1012.9,0.434,0.45,0.432,0.493,0
2016-11-12,27.3,17.6,22.5,0.3,2,1.71,4.5,17,2.92,1519.55,1980.53,158.22,6.03,1014.2,0.425,0.442,0.43,0.492,0
2016-11-13,27.3,17.1,22.1,0.0,0,2.01,3.9,35,3.09,1488.36,1935.42,152.82,5.87,1014.7,0.415,0.435,0.428,0.492,0
2016-11-14,27.5,18.2,22.4,0.0,0,2.06,4.2,19,2.88,1457.81,1891.34,147.94,5.73,1013.3,0.406,0.428,0.427,0.492,0
2016-11-15,27.7,17.1,21.8,0.0,0,2.0,4.4,47,2.99,1424.61,1848.27,143.88,5.61,1013.2,0.398,0.422,0.425,0.491,0
2016-11-16,28.2,16.7,21.8,0.0,0,1.99,4.2,26,3.0,1392.16,1810.34,139.93,5.5,1013.6,0.389,0.416,0.423,0.491,0
2016-11-17,28.6,16.3,21.4,0.0,0,2.22,4.0,23,3.06,1363.58,1769.11,136.4,5.4,1013.3,0.38,0.409,0.421,0.49,0
2016-11-18,27.9,14.7,20.9,0.0,0,1.97,3.8,28,3.08,1335.6,1732.8,133.28,5.3,1011.8,0.372,0.403,0.419,0.49,0
2016-11-19,27.2,14.1,20.3,0.0,0,1.8,4.0,41,3.0,1308.18,1697.24,130.22,5.21,1011.4,0.363,0.397,0.417,0.489,0
2016-11-20,26.8,13.9,19.9,0.0,0,1.81,3.8,38,2.95,1281.33,1666.25,127.53,5.11,1012.0,0.356,0.392,0.415,0.489,0
2016-11-21,26.2,13.8,19.6,0.0,0,1.99,3.6,21,2.9,1255.03,1632.05,124.89,5.03,1011.4,0.348,0.386,0.413,0.489,0
2016-11-22,25.8,13.6,19.6,0.0,0,2.15,4.0,24,2.86,1229.27,1598.56,122.31,4.96,1011.2,0.342,0.382,0.412,0.488,0
2016-11-23,26.2,14.5,20.0,0.0,0,2.12,4.4,44,2.86,1204.04,1569.36,119.78,4.87,1012.1,0.335,0.377,0.41,0.488,0
2016-11-24,25.9,14.3,19.9,0.0,0,1.91,3.8,23,2.82,1179.32,1537.15,117.58,4.79,1012.2,0.329,0.372,0.408,0.487,0
2016-11-25,24.6,14.2,19.4,0.0,0,1.9,3.7,36,2.57,1157.78,1509.08,115.14,4.71,1011.1,0.324,0.368,0.406,0.487,0
2016-11-26,26.5,14.9,20.3,0.0,0,1.97,4.3,49,2.82,1134.01,1481.52,113.02,4.66,1011.4,0.318,0.364,0.405,0.486,0
2016-11-27,25.7,14.8,19.9,0.0,0,1.9,4.1,33,2.74,1110.73,1454.46,110.94,4.57,1011.4,0.313,0.36,0.403,0.486,0
2016-11-28,25.3,15.0,20.2,0.0,0,1.9,4.2,61,2.51,1090.44,1424.61,108.9,4.52,1012.6,0.309,0.357,0.401,0.485,0
2016-11-29,25.9,16.0,20.7,0.0,0,1.84,4.3,43,2.67,1070.52,1398.59,106.89,4.46,1014.5,0.304,0.353,0.4,0.485,0
2016-11-30,26.7,15.6,20.5,0.0,0,2.06,5.3,50,2.79,1048.54,1376.21,105.17,4.4,1015.5,0.3,0.349,0.398,0.485,0
2016-12-01,26.9,15.5,20.5,0.0,0,2.33,5.3,53,2.84,1029.39,1351.07,103.23,4.33,1015.4,0.295,0.346,0.396,0.484,0
2016-12-02,26.8,15.0,20.4,0.0,0,2.06,5.0,43,2.83,1010.58,1326.39,101.33,4.26,1015.6,0.291,0.342,0.394,0.484,0
2016-12-03,27.4,14.9,20.8,0.0,0,2.33,4.7,26,2.91,992.12,1302.17,99.69,4.2,1016.4,0.288,0.339,0.393,0.483,0
2016-12-04,28.5,15.2,20.7,0.0,0,2.37,5.8,49,3.02,973.99,1281.33,97.86,4.15,1015.4,0.284,0.335,0.391,0.483,0
2016-12-05,29.1,14.9,21.0,0.0,0,2.18,4.7,44,3.04,956.19,1257.93,96.27,4.09,1014.6,0.281,0.332,0.389,0.482,0
2016-12-06,29.3,14.2,20.8,0.0,0,3.0,6.6,70,3.22,938.72,1234.95,94.5,4.05,1014.6,0.278,0.329,0.388,0.482,0
2016-12-07,28.6,13.9,20.4,0.0,0,2.25,5.4,58,3.06,921.57,1215.19,92.97,3.99,1013.5,0.275,0.326,0.386,0.481,0
2016-12-08,28.5,13.7,20.1,0.0,0,2.21,5.1,50,3.03,904.73,1192.99,91.47,3.94,1012.2,0.273,0.323,0.384,0.481,0
2016-12-09,27.8,13.2,19.7,0.0,0,2.12,4.5,37,2.92,888.2,1173.9,89.99,3.89,1010.9,0.271,0.32,0.382,0.48,0
2016-12-10,28.0,12.4,19.5,0.0,0,2.11,4.4,35,3.0,871.97,1155.11,88.54,3.84,1011.3,0.268,0.318,0.381,0.48,0
2016-12-11,27.1,12.2,19.1,0.0,0,1.97,3.9,9,2.94,858.01,1134.01,87.1,3.8,1011.1,0.266,0.315,0.379,0.479,0
2016-12-12,26.0,12.5,18.8,0.0,0,2.28,3.5,5,2.77,842.33,1115.86,85.7,3.75,1011.8,0.264,0.313,0.378,0.479,0
2016-12-13,25.5,12.3,18.6,0.0,0,2.22,4.2,355,2.75,828.85,1098.01,84.31,3.7,1012.5,0.262,0.311,0.376,0.478,0
2016-12-14,25.4,13.0,18.9,0.0,0,2.13,3.6,345,2.66,811.83,1060.7,82.95,3.66,1013.1,0.26,0.31,0.375,0.478,0
2016-12-15,26.2,13.4,19.5,0.0,0,2.21,4.1,20,2.68,796.99,1034.14,81.79,3.62,1013.8,0.259,0.308,0.373,0.477,0
2016-12-16,27.2,13.7,19.6,0.0,0,1.96,5.3,44,2.85,784.24,1015.25,80.47,3.58,1014.5,0.257,0.306,0.372,0.477,0
2016-12-17,27.6,14.3,21.8,0.0,0,1.9,4.5,43,2.72,771.68,999.0,79.35,3.53,1013.8,0.255,0.304,0.37,0.477,0
2016-12-18,24.5,15.5,20.0,0.0,0,2.01,4.2,5,1.99,759.33,985.28,78.07,3.5,1015.2,0.256,0.303,0.369,0.476,0
2016-12-19,24.6,15.2,19.8,0.0,0,1.94,4.4,4,2.71,748.89,969.51,76.98,3.47,1014.2,0.255,0.302,0.368,0.476,0
2016-12-20,23.3,16.5,19.6,0.3,2,1.66,4.0,37,1.97,738.61,956.19,75.91,3.43,1013.8,0.255,0.301,0.367,0.475,0
2016-12-21,24.2,15.4,19.5,0.0,0,1.99,4.0,34,2.33,728.46,943.06,74.86,3.4,1013.7,0.255,0.3,0.366,0.475,0
2016-12-22,27.3,15.3,20.7,0.0,0,2.86,6.7,64,2.8,716.79,930.11,73.82,3.36,1012.4,0.254,0.299,0.365,0.474,0
2016-12-23,25.8,15.7,21.0,0.3,2,1.96,4.1,41,2.53,706.95,915.22,72.62,3.32,1011.7,0.253,0.298,0.364,0.474,0
2016-12-24,25.3,16.6,20.8,0.4,3,1.94,4.4,52,2.49,700.46,925.83,71.78,3.29,1012.2,0.253,0.297,0.363,0.473,0
2016-12-25,26.0,15.3,20.2,0.0,0,2.25,4.6,40,2.75,690.83,923.7,70.78,3.25,1013.3,0.252,0.296,0.362,0.473,0
2016-12-26,25.5,15.1,20.3,0.6,3,2.56,4.6,15,2.6,681.34,911.01,69.79,3.22,1013.4,0.251,0.295,0.361,0.473,0
2016-12-27,25.7,13.3,19.4,0.0,0,2.16,4.7,45,2.72,671.98,900.57,68.82,3.19,1014.6,0.251,0.294,0.36,0.472,0
2016-12-28,26.4,12.8,19.0,0.0,0,2.11,4.3,41,2.85,662.74,888.2,68.02,3.16,1014.5,0.25,0.293,0.358,0.472,0
2016-12-29,27.5,13.5,19.9,0.0,0,2.53,6.0,63,3.02,655.15,878.02,67.08,3.12,1015.2,0.249,0.292,0.357,0.471,0
2016-12-30,27.2,13.3,20.2,0.0,0,2.2,5.5,64,3.06,646.14,865.96,66.14,3.09,1015.8,0.247,0.291,0.356,0.471,0
2016-12-31,26.6,14.3,20.0,0.0,0,1.92,5.4,22,2.74,638.73,856.04,65.37,3.06,1015.4,0.246,0.29,0.355,0.47,0
2017-01-01,26.9,16.5,20.5,0.1,1,2.3,5.1,52,2.55,631.41,846.23,64.46,3.05,1015.2,0.249,0.334,0.398,0.481,0
2017-01-02,27.5,15.7,21.4,0.0,0,2.43,5.8,57,2.93,624.17,838.46,63.71,3.02,1014.5,0.246,0.334,0.399,0.481,0
2017-01-03,27.3,15.3,20.5,0.0,0,2.28,4.2,29,2.84,617.02,828.85,62.97,2.98,1013.1,0.246,0.334,0.4,0.48,0
2017-01-04,25.6,14.3,19.0,0.8,1,3.0,6.5,71,2.69,602.95,771.68,62.1,2.95,1013.2,0.246,0.336,0.401,0.48,0
2017-01-05,25.8,13.6,18.5,0.0,0,2.7,4.2,359,2.86,596.04,740.31,61.37,2.92,1012.3,0.243,0.336,0.4,0.48,0
2017-01-06,25.1,13.3,18.3,0.0,0,2.35,4.6,34,2.8,590.56,728.46,60.8,2.91,1012.6,0.244,0.339,0.402,0.479,0
2017-01-07,25.1,12.8,18.3,0.0,0,2.47,4.1,52,2.91,585.14,720.11,60.09,2.87,1011.6,0.245,0.34,0.403,0.479,0
2017-01-08,24.8,12.8,17.8,0.0,0,2.5,5.0,26,2.86,579.76,711.85,59.53,2.86,1011.6,0.245,0.341,0.404,0.479,0
2017-01-09,25.1,12.5,18.2,0.0,0,2.38,5.8,62,2.84,574.44,703.69,58.98,2.83,1011.4,0.245,0.342,0.405,0.478,0
2017-01-10,25.4,13.5,19.5,0.0,0,3.61,7.3,294,3.07,565.24,686.07,58.29,2.79,1011.7,0.245,0.343,0.406,0.478,0
2017-01-11,24.2,12.1,17.8,0.0,0,2.26,5.4,81,2.91,557.47,667.34,57.61,2.78,1012.5,0.242,0.341,0.406,0.478,0
2017-01-12,23.3,11.6,17.0,0.0,0,2.5,5.3,60,2.69,552.35,655.15,57.08,2.75,1012.7,0.241,0.341,0.408,0.477,0
2017-01-13,23.0,11.4,16.7,0.0,0,2.2,5.6,249,2.92,548.54,647.63,56.68,2.72,1013.7,0.243,0.343,0.409,0.477,0
2017-01-14,23.2,11.3,16.6,0.0,0,2.42,5.0,321,2.93,548.54,670.43,56.28,2.69,1014.9,0.246,0.343,0.411,0.477,0
2017-01-15,24.1,10.9,16.9,0.0,0,2.47,4.6,88,2.91,546.02,681.34,55.75,2.69,1014.7,0.246,0.342,0.41,0.476,0
2017-01-16,23.6,11.1,16.5,0.0,0,2.35,5.1,51,2.84,542.25,678.2,55.36,2.66,1014.2,0.245,0.342,0.41,0.476,0
2017-01-17,23.9,12.0,17.1,0.0,0,2.4,4.0,43,2.96,538.51,673.53,55.1,2.66,1015.7,0.246,0.343,0.411,0.476,0
2017-01-18,25.1,11.3,17.4,0.0,0,2.55,4.5,32,3.0,536.03,667.34,54.72,2.62,1017.6,0.245,0.342,0.411,0.476,0
2017-01-19,26.1,12.0,18.3,0.0,0,2.62,4.0,41,3.12,532.33,662.74,54.34,2.6,1016.8,0.244,0.342,0.411,0.475,0
2017-01-20,25.3,12.3,17.8,0.0,0,2.28,4.7,52,3.02,529.88,662.74,54.08,2.6,1016.5,0.242,0.341,0.411,0.475,0
2017-01-21,25.7,11.6,17.7,0.0,0,2.73,4.3,44,3.01,527.45,659.69,53.7,2.56,1017.0,0.241,0.339,0.411,0.475,0
2017-01-22,26.2,11.9,18.0,0.0,0,2.62,4.0,38,3.09,525.02,655.15,53.45,2.56,1016.7,0.238,0.338,0.41,0.474,0
2017-01-23,26.0,12.7,17.9,0.0,0,2.64,5.2,14,3.15,521.4,650.63,53.2,2.53,1016.2,0.238,0.337,0.409,0.474,0
2017-01-24,26.7,12.2,18.4,0.0,0,2.61,5.0,35,3.22,519.0,647.63,52.95,2.53,1017.1,0.236,0.336,0.409,0.474,0
2017-01-25,28.1,13.1,19.9,0.0,0,2.84,5.1,47,3.27,516.61,643.17,52.58,2.5,1017.3,0.232,0.332,0.408,0.473,0
2017-01-26,29.0,14.9,20.9,0.0,0,2.52,5.4,49,3.47,514.23,638.73,52.33,2.47,1015.7,0.227,0.329,0.405,0.473,0
2017-01-27,27.2,14.9,20.8,0.0,0,2.16,4.0,126,2.44,513.04,640.21,52.09,2.47,1014.1,0.227,0.328,0.406,0.473,0
2017-01-28,25.2,14.3,19.9,0.8,1,2.8,7.4,339,2.53,511.86,640.21,51.84,2.47,1013.8,0.232,0.328,0.406,0.473,0
2017-01-29,26.1,15.1,20.2,0.0,0,2.5,5.3,330,3.27,508.33,634.33,51.6,2.44,1014.3,0.234,0.329,0.407,0.472,0
2017-01-30,25.3,14.6,19.4,0.0,0,2.5,5.4,255,2.95,509.5,638.73,51.48,2.44,1013.0,0.236,0.33,0.408,0.472,0
2017-01-31,25.3,14.7,19.3,0.0,0,2.8,5.4,230,3.18,509.5,643.17,51.36,2.4,1013.7,0.239,0.334,0.41,0.472,0
2017-02-01,25.2,13.4,18.8,0.0,0,2.42,5.4,332,3.29,507.16,641.69,51.24,2.4,1015.6,0.236,0.333,0.41,0.471,0
2017-02-02,25.2,13.4,18.7,0.0,0,2.51,5.1,251,3.31,505.99,638.73,51.12,2.4,1016.1,0.232,0.332,0.409,0.471,0
2017-02-03,26.0,13.4,19.4,0.0,0,2.58,5.1,30,3.37,503.66,637.26,50.88,2.37,1015.2,0.231,0.333,0.41,0.471,0
2017-02-04,28.6,13.4,20.6,0.0,0,2.39,4.4,9,3.6,502.5,632.87,50.64,2.37,1013.7,0.228,0.331,0.408,0.471,0
2017-02-05,29.0,14.3,20.3,0.0,0,2.79,5.2,13,3.66,500.19,629.96,50.52,2.37,1012.7,0.225,0.329,0.408,0.47,0
2017-02-06,27.9,14.9,21.0,0.0,0,2.48,5.3,316,3.75,499.03,627.06,50.29,2.34,1011.2,0.226,0.33,0.41,0.47,0
2017-02-07,26.9,15.8,21.0,0.0,0,2.96,6.8,297,3.56,492.17,622.73,49.7,2.31,1012.1,0.222,0.327,0.407,0.47,0
2017-02-08,27.6,14.6,21.3,0.0,0,2.86,5.7,253,3.5,484.29,614.18,49.23,2.28,1012.6,0.223,0.328,0.409,0.47,0
2017-02-09,26.7,14.1,20.1,0.0,0,2.78,6.1,224,3.63,480.95,607.13,49.12,2.25,1012.2,0.225,0.33,0.409,0.469,0
2017-02-10,26.0,14.7,19.9,0.0,0,2.97,6.6,93,3.55,479.84,602.95,48.89,2.25,1013.0,0.225,0.329,0.408,0.469,0
2017-02-11,27.8,15.3,21.2,0.0,0,2.88,6.4,16,3.51,478.73,602.95,48.77,2.22,1015.7,0.229,0.329,0.409,0.469,0
2017-02-12,28.4,15.1,21.0,0.0,0,2.84,5.7,40,3.92,476.53,600.17,48.55,2.22,1017.0,0.229,0.328,0.409,0.468,0
2017-02-13,28.2,14.9,21.5,0.0,0,2.82,5.9,35,3.84,475.43,596.04,48.43,2.22,1018.0,0.228,0.327,0.409,0.468,0
2017-02-14,28.1,15.6,21.4,0.0,0,2.8,5.9,8,3.74,474.34,596.04,48.2,2.18,1018.8,0.224,0.326,0.408,0.468,0
2017-02-15,28.9,15.4,21.7,0.0,0,3.14,6.0,55,4.19,473.24,594.66,48.09,2.18,1017.5,0.221,0.322,0.405,0.468,0
2017-02-16,29.0,15.7,21.7,0.0,0,2.41,4.9,5,4.01,471.06,590.56,47.87,2.18,1015.2,0.22,0.32,0.403,0.467,0
2017-02-17,29.6,15.7,22.2,0.0,0,2.7,5.3,9,4.1,471.06,587.84,47.87,2.16,1015.1,0.221,0.321,0.403,0.467,0
2017-02-18,30.3,16.3,22.8,0.0,0,2.47,4.6,1,4.08,469.98,587.84,47.64,2.16,1014.6,0.229,0.324,0.405,0.467,0
2017-02-19,28.6,17.0,23.0,0.3,3,3.35,6.6,244,3.76,469.98,587.84,47.53,2.16,1011.7,0.226,0.323,0.404,0.467,0
2017-02-20,25.9,18.5,21.9,18.6,15,2.77,9.5,268,2.49,473.24,598.79,47.98,2.16,1008.5,0.277,0.324,0.405,0.466,0
2017-02-21,23.4,18.6,20.5,17.4,14,2.62,14.9,43,1.15,476.53,609.94,48.66,2.18,1009.7,0.475,0.356,0.404,0.466,0
2017-02-22,23.8,19.0,20.5,26.0,20,3.48,13.1,348,1.49,468.89,615.59,48.77,2.16,1010.6,0.482,0.386,0.404,0.466,0
2017-02-23,25.1,19.2,21.4,3.8,13,2.84,9.8,84,1.85,458.2,608.54,49.35,2.16,1011.8,0.49,0.46,0.411,0.466,0
2017-02-24,26.0,12.9,20.1,0.7,5,3.75,7.6,321,3.79,452.94,597.41,48.77,2.16,1013.3,0.464,0.465,0.417,0.466,0
