Date,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_hours (h),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),unknown_discharge (m³/s),Kushi_discharge (m³/s),Longai_discharge (m³/s),Singla_discharge (m³/s),pressure_msl (hPa),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³),flooded
2023-02-02,26.4,13.1,18.6,0.0,0,2.6,5.1,286,2.87,435.52,539.75,41.76,1.88,1013.1,0.251,0.323,0.388,0.464,0
2023-02-03,27.1,14.2,19.3,0.0,0,2.76,5.4,288,2.88,434.51,534.8,41.76,1.88,1011.9,0.245,0.32,0.384,0.464,0
2023-02-04,25.9,13.1,18.6,0.0,0,2.56,5.0,267,2.89,433.51,533.56,41.66,1.88,1011.0,0.243,0.317,0.382,0.463,0
2023-02-05,25.0,12.9,18.2,0.0,0,2.66,5.0,261,2.9,433.51,533.56,41.56,1.86,1011.6,0.245,0.316,0.384,0.463,0
2023-02-06,25.0,12.6,18.4,0.0,0,2.64,5.5,201,2.93,432.51,533.56,41.56,1.86,1011.5,0.245,0.316,0.383,0.463,0
2023-02-07,25.4,13.6,19.0,0.0,0,2.92,6.3,72,3.03,427.55,531.11,41.07,1.84,1011.8,0.243,0.315,0.383,0.463,0
2023-02-08,26.0,14.5,20.2,1.0,4,3.91,7.0,23,2.65,419.73,522.6,40.69,1.81,1012.5,0.247,0.317,0.388,0.462,0
2023-02-09,27.5,15.7,20.9,0.0,0,2.55,5.3,9,3.14,416.83,516.61,40.59,1.8,1012.4,0.251,0.312,0.385,0.462,0
2023-02-10,26.4,14.1,19.9,0.1,1,3.64,7.3,264,3.07,415.87,514.23,40.5,1.8,1012.5,0.245,0.313,0.388,0.462,0
2023-02-11,26.5,14.0,19.9,0.0,0,3.75,7.2,135,3.25,414.91,511.86,40.4,1.8,1012.3,0.241,0.313,0.383,0.462,0
2023-02-12,26.7,16.4,20.8,0.3,2,2.91,5.5,80,2.85,414.91,510.68,40.4,1.8,1011.9,0.241,0.309,0.377,0.461,0
2023-02-13,25.0,10.6,17.9,0.0,0,3.24,7.0,272,3.74,413.95,509.5,40.3,1.78,1013.7,0.237,0.303,0.37,0.461,0
2023-02-14,25.9,10.9,18.0,0.0,0,2.94,5.7,278,3.45,413.0,507.16,40.21,1.78,1012.3,0.233,0.31,0.375,0.461,0
2023-02-15,26.2,11.5,18.5,0.0,0,3.19,6.4,301,3.46,413.0,507.16,40.21,1.78,1012.2,0.229,0.319,0.376,0.46,0
2023-02-16,27.4,12.4,19.9,0.0,0,3.05,6.0,271,3.52,412.05,505.99,40.11,1.78,1013.7,0.234,0.328,0.378,0.46,0
2023-02-17,28.2,14.0,20.5,0.0,0,3.91,7.4,247,3.46,412.05,505.99,40.21,1.78,1014.4,0.236,0.33,0.382,0.46,0
2023-02-18,28.9,14.3,20.9,0.0,0,2.86,5.7,349,3.41,413.0,505.99,40.21,1.78,1014.4,0.247,0.335,0.387,0.46,0
2023-02-19,28.9,14.9,22.0,0.0,0,2.78,5.1,255,3.37,413.0,507.16,40.11,1.78,1013.1,0.244,0.338,0.394,0.459,0
2023-02-20,28.6,17.6,22.7,0.0,0,2.32,5.1,284,3.06,413.0,507.16,40.11,1.78,1012.4,0.241,0.338,0.398,0.459,0
2023-02-21,28.5,17.5,22.8,0.6,3,3.54,6.6,329,2.92,413.0,509.5,40.11,1.78,1012.6,0.243,0.339,0.4,0.459,0
2023-02-22,27.4,18.9,22.3,2.6,8,4.05,7.4,332,2.43,402.65,508.33,39.36,1.75,1011.7,0.272,0.336,0.399,0.459,0
2023-02-23,25.7,17.7,21.6,7.4,9,4.13,9.0,92,1.73,386.26,491.04,38.72,1.69,1012.5,0.363,0.335,0.392,0.459,0
2023-02-24,27.0,16.6,21.5,3.9,6,2.53,6.6,339,2.46,380.94,479.84,38.54,1.69,1014.7,0.415,0.336,0.391,0.459,0
2023-02-25,29.8,15.5,21.4,0.0,0,2.55,4.1,345,3.1,378.31,473.24,38.45,1.65,1016.1,0.383,0.335,0.383,0.458,0
2023-02-26,29.0,14.7,20.3,0.0,0,3.22,5.0,324,3.26,377.44,467.81,38.36,1.65,1016.9,0.362,0.334,0.373,0.458,0
2023-02-27,28.9,15.0,21.0,0.0,0,2.94,3.5,18,3.01,378.31,466.74,38.45,1.65,1016.5,0.347,0.333,0.365,0.458,0
2023-02-28,29.3,15.3,21.2,0.0,0,2.98,5.0,346,3.19,380.94,467.81,38.54,1.65,1017.1,0.328,0.329,0.361,0.458,0
2023-03-01,29.9,14.9,21.4,0.0,0,2.44,4.0,2,3.02,381.82,468.89,38.45,1.65,1016.9,0.314,0.327,0.357,0.457,0
2023-03-02,30.6,16.3,21.9,0.0,0,2.77,5.2,351,3.0,380.94,468.89,38.45,1.65,1016.5,0.303,0.325,0.357,0.457,0
2023-03-03,30.7,16.3,22.6,0.0,0,2.82,5.2,46,3.05,380.07,467.81,38.36,1.65,1016.4,0.288,0.32,0.349,0.457,0
2023-03-04,31.3,16.7,22.8,0.0,0,2.56,4.2,359,3.02,381.82,467.81,38.54,1.69,1015.5,0.281,0.319,0.347,0.456,0
2023-03-05,31.0,16.7,23.0,0.0,0,3.2,5.8,279,3.18,384.48,469.98,38.63,1.69,1014.3,0.273,0.316,0.345,0.456,0
2023-03-06,31.0,16.6,23.3,0.0,0,3.83,7.2,245,3.35,385.37,471.06,38.63,1.69,1013.5,0.264,0.313,0.336,0.456,0
2023-03-07,30.6,16.3,22.4,0.0,0,3.86,7.1,280,3.49,384.48,468.89,38.54,1.69,1014.7,0.256,0.31,0.333,0.455,0
2023-03-08,31.1,16.5,22.9,0.0,0,3.3,5.6,224,3.18,384.48,468.89,38.54,1.69,1014.6,0.25,0.308,0.34,0.455,0
2023-03-09,32.2,17.5,23.4,0.0,0,3.75,6.3,246,3.22,383.59,468.89,38.45,1.69,1013.5,0.244,0.307,0.34,0.455,0
2023-03-10,30.6,18.3,23.2,0.0,0,2.82,4.8,222,2.39,375.7,465.66,37.82,1.65,1013.3,0.246,0.308,0.346,0.455,0
2023-03-11,29.1,17.7,22.9,0.0,0,2.48,4.1,337,2.06,364.59,455.04,37.28,1.62,1013.6,0.245,0.308,0.356,0.454,0
2023-03-12,31.5,16.9,23.6,0.0,0,3.95,7.5,315,3.24,359.58,444.66,37.19,1.59,1012.6,0.242,0.307,0.357,0.454,0
2023-03-13,33.1,16.9,23.7,0.0,0,3.32,5.8,219,3.2,357.1,438.54,37.02,1.59,1010.6,0.235,0.303,0.354,0.454,0
2023-03-14,30.9,16.9,23.6,0.0,0,4.35,8.0,270,3.19,362.08,441.59,37.46,1.62,1009.7,0.234,0.303,0.353,0.454,0
2023-03-15,24.2,16.8,19.5,16.2,10,4.81,12.5,59,1.29,373.11,460.32,37.99,1.65,1011.4,0.41,0.304,0.345,0.453,0
2023-03-16,29.4,17.4,21.7,1.3,1,3.71,7.6,59,2.11,376.57,469.98,37.99,1.65,1012.6,0.425,0.316,0.344,0.453,0
2023-03-17,26.8,17.9,21.1,9.1,3,2.68,11.0,55,1.48,377.44,474.34,37.99,1.65,1012.7,0.438,0.335,0.345,0.453,0
2023-03-18,29.5,18.5,22.8,5.0,5,2.52,6.2,253,2.25,375.7,469.98,37.9,1.65,1010.6,0.407,0.333,0.355,0.453,0
2023-03-19,22.4,18.7,20.3,10.6,15,2.7,8.5,66,0.96,381.82,483.17,38.9,1.69,1010.9,0.469,0.36,0.358,0.453,0
2023-03-20,25.3,17.1,20.0,46.5,19,4.59,10.3,1,1.62,398.02,515.42,43.26,1.78,1010.2,0.503,0.464,0.358,0.452,0
2023-03-21,25.7,17.8,20.4,24.0,11,3.36,8.2,54,1.95,409.2,549.81,45.03,1.88,1010.1,0.497,0.503,0.389,0.452,0
2023-03-22,25.9,16.9,20.3,6.5,18,4.46,9.3,85,2.1,407.32,552.35,43.77,1.9,1009.1,0.494,0.5,0.395,0.452,0
2023-03-23,27.3,17.5,21.3,1.8,6,2.44,5.4,206,2.22,398.94,532.33,42.15,1.88,1009.6,0.496,0.494,0.403,0.452,0
2023-03-24,28.4,17.6,22.1,0.0,0,3.2,6.7,353,2.61,391.65,509.5,40.88,1.84,1010.6,0.474,0.48,0.406,0.452,0
2023-03-25,29.5,17.6,22.8,3.3,4,3.68,6.9,57,2.58,386.26,495.59,39.93,1.78,1010.8,0.457,0.468,0.406,0.452,0
2023-03-26,29.4,19.4,23.0,6.5,7,5.24,9.2,18,2.38,387.15,488.78,40.59,1.78,1008.8,0.49,0.476,0.407,0.452,0
2023-03-27,29.5,18.5,22.8,1.1,4,3.16,9.0,89,2.51,388.05,491.04,40.5,1.81,1008.9,0.478,0.482,0.412,0.452,0
2023-03-28,30.0,19.0,23.2,17.0,4,3.69,9.9,36,2.77,385.37,485.41,39.74,1.78,1010.0,0.468,0.468,0.415,0.452,0
2023-03-29,29.0,19.0,22.7,2.0,7,3.0,6.0,40,2.55,383.59,485.41,39.36,1.78,1011.2,0.481,0.468,0.416,0.451,0
2023-03-30,28.3,18.9,22.5,3.2,3,3.54,6.4,62,2.64,391.65,501.34,40.3,1.78,1009.4,0.481,0.477,0.418,0.451,0
2023-03-31,30.2,19.9,23.5,1.0,3,5.67,10.0,356,2.86,398.94,521.4,40.69,1.81,1009.6,0.48,0.482,0.42,0.451,0
2023-04-01,25.3,18.4,21.1,28.9,19,3.76,9.4,101,1.48,412.05,544.76,44.08,1.9,1009.0,0.503,0.497,0.427,0.451,0
2023-04-02,27.0,18.1,20.6,26.0,12,4.05,8.5,85,2.41,431.51,591.93,51.24,2.09,1008.0,0.502,0.505,0.445,0.451,0
2023-04-03,26.9,17.7,21.4,5.6,7,2.82,8.8,77,2.36,431.51,617.02,51.6,2.25,1008.6,0.497,0.501,0.463,0.451,0
2023-04-04,26.6,19.3,22.4,12.7,9,4.27,9.1,29,2.58,423.62,602.95,49.7,2.25,1008.3,0.478,0.476,0.464,0.451,0
2023-04-05,27.4,19.5,22.2,23.4,14,4.04,8.4,72,2.01,419.73,598.79,48.89,2.22,1009.1,0.499,0.504,0.47,0.451,0
2023-04-06,29.7,18.7,23.1,5.7,4,3.42,8.1,51,2.62,412.05,587.84,46.64,2.18,1010.9,0.489,0.501,0.475,0.452,0
2023-04-07,31.8,18.5,24.0,0.0,0,3.2,5.0,9,4.01,402.65,560.05,44.5,2.09,1012.0,0.463,0.482,0.475,0.452,0
2023-04-08,33.1,18.7,24.8,0.0,0,3.47,6.4,325,4.07,396.19,538.51,43.06,2.03,1012.6,0.449,0.471,0.473,0.452,0
2023-04-09,33.0,19.7,25.4,0.0,0,3.48,6.5,222,4.12,394.37,539.75,42.15,1.97,1011.2,0.439,0.465,0.472,0.452,0
2023-04-10,33.1,19.7,25.5,0.0,0,2.96,5.2,52,4.27,391.65,538.51,41.46,1.94,1009.9,0.418,0.45,0.471,0.452,0
2023-04-11,33.9,19.0,25.8,0.0,0,2.78,4.5,353,4.5,389.84,534.8,41.07,1.9,1009.8,0.4,0.439,0.47,0.452,0
2023-04-12,33.6,18.3,25.0,0.0,0,3.47,6.1,18,4.64,388.05,531.11,40.59,1.88,1008.5,0.382,0.428,0.469,0.452,0
2023-04-13,33.7,19.2,26.0,0.0,0,2.75,4.2,38,4.58,387.15,526.23,40.3,1.84,1007.7,0.37,0.424,0.47,0.452,0
2023-04-14,34.6,20.7,27.4,0.0,0,3.48,6.4,130,4.57,385.37,523.81,40.02,1.81,1007.6,0.359,0.418,0.468,0.452,0
2023-04-15,35.7,22.3,28.1,0.0,0,2.7,5.1,236,4.27,384.48,521.4,39.83,1.81,1006.8,0.358,0.42,0.467,0.453,0
2023-04-16,35.3,22.0,28.1,0.0,0,3.36,6.1,219,4.82,383.59,519.0,39.64,1.78,1005.3,0.344,0.411,0.465,0.453,0
2023-04-17,34.0,22.0,26.5,6.9,2,5.92,14.5,276,4.05,382.71,520.19,39.55,1.78,1007.4,0.334,0.396,0.462,0.453,0
2023-04-18,33.6,23.1,28.4,8.3,2,4.25,8.5,312,4.46,381.82,521.4,39.46,1.75,1007.3,0.314,0.382,0.456,0.452,0
2023-04-19,34.5,22.9,28.3,4.0,3,5.96,13.0,288,4.47,381.82,520.19,39.36,1.75,1003.5,0.328,0.372,0.451,0.452,0
2023-04-20,33.8,22.1,27.1,11.0,3,4.12,15.3,267,4.51,382.71,520.19,39.27,1.75,1002.3,0.356,0.364,0.446,0.452,0
2023-04-21,28.5,22.3,25.3,0.3,3,4.03,8.3,81,2.21,387.15,523.81,39.83,1.75,1004.5,0.386,0.361,0.438,0.452,0
2023-04-22,31.4,20.9,25.3,0.1,1,2.69,6.2,329,4.14,388.94,531.11,40.3,1.78,1005.3,0.401,0.363,0.438,0.452,0
2023-04-23,28.0,19.5,23.3,16.0,6,3.04,7.7,43,1.97,392.55,536.03,40.88,1.81,1009.1,0.455,0.375,0.439,0.452,0
2023-04-24,31.9,19.9,25.4,0.0,0,2.53,5.2,321,4.67,395.28,543.5,40.59,1.81,1010.6,0.416,0.373,0.436,0.452,0
2023-04-25,32.1,20.9,26.2,0.0,0,3.34,6.7,309,4.68,390.74,542.25,40.02,1.81,1009.3,0.377,0.367,0.432,0.452,0
2023-04-26,32.8,21.1,26.5,0.0,0,4.16,7.8,271,4.84,388.05,537.27,39.64,1.78,1008.0,0.347,0.362,0.429,0.452,0
2023-04-27,33.2,22.4,27.6,0.0,0,3.92,7.3,258,4.97,386.26,532.33,39.36,1.78,1008.5,0.325,0.358,0.427,0.451,0
2023-04-28,32.5,21.5,26.6,0.0,0,3.61,7.0,278,4.87,384.48,531.11,39.18,1.75,1008.7,0.306,0.353,0.426,0.451,0
2023-04-29,33.2,22.2,27.5,0.7,1,3.84,8.9,294,4.87,383.59,528.66,38.99,1.75,1007.7,0.286,0.346,0.423,0.451,0
2023-04-30,32.5,22.6,27.3,0.2,1,2.85,5.7,300,4.44,382.71,526.23,38.81,1.75,1006.9,0.27,0.343,0.42,0.451,0
2023-05-01,32.7,23.8,28.0,0.0,0,4.2,8.0,262,4.97,381.82,525.02,38.9,1.75,1008.3,0.259,0.34,0.418,0.451,0
2023-05-02,31.9,22.0,27.1,0.0,0,3.93,8.7,287,4.81,381.82,525.02,38.81,1.75,1009.2,0.247,0.333,0.413,0.451,0
2023-05-03,31.0,22.8,26.2,14.5,6,3.38,8.5,320,3.76,385.37,529.88,39.83,1.75,1010.1,0.302,0.327,0.409,0.45,0
2023-05-04,30.5,21.7,24.9,19.4,14,3.16,10.2,342,3.35,391.65,544.76,40.88,1.81,1009.1,0.372,0.332,0.406,0.45,0
2023-05-05,30.5,22.2,26.0,1.5,8,3.13,8.7,290,4.11,393.46,554.9,41.17,1.84,1005.9,0.454,0.358,0.403,0.45,0
2023-05-06,31.7,22.5,26.2,0.3,3,4.85,8.9,22,4.27,390.74,552.35,40.5,1.81,1005.3,0.428,0.371,0.399,0.45,0
2023-05-07,32.7,22.9,27.4,0.5,2,3.34,7.1,5,4.77,386.26,543.5,39.83,1.81,1004.9,0.388,0.367,0.396,0.45,0
2023-05-08,34.7,22.8,28.6,0.0,0,3.1,6.0,8,5.45,383.59,536.03,39.27,1.78,1004.4,0.35,0.361,0.393,0.449,0
2023-05-09,35.3,23.3,29.0,0.0,0,3.11,6.5,348,5.41,380.94,529.88,38.99,1.78,1004.4,0.322,0.355,0.392,0.449,0
2023-05-10,34.2,23.6,27.9,3.8,2,6.0,15.8,30,4.68,380.07,526.23,38.72,1.75,1006.2,0.306,0.348,0.39,0.449,0
2023-05-11,34.9,24.4,29.6,0.6,3,4.1,6.9,294,5.34,378.31,523.81,38.54,1.75,1007.0,0.29,0.343,0.39,0.449,0
2023-05-12,34.0,22.4,28.3,0.0,0,2.69,5.5,337,4.69,378.31,521.4,38.45,1.75,1006.6,0.286,0.337,0.389,0.448,0
2023-05-13,34.3,24.7,29.1,0.0,0,5.76,10.4,101,5.5,379.19,521.4,38.45,1.75,1004.9,0.272,0.333,0.388,0.448,0
2023-05-14,28.1,21.9,25.0,6.7,12,6.93,12.6,88,2.54,387.15,527.45,39.93,1.78,1000.7,0.309,0.332,0.388,0.448,0
2023-05-15,31.0,21.7,26.0,4.2,2,3.34,9.2,6,4.47,397.11,544.76,41.36,1.84,1005.1,0.343,0.33,0.387,0.448,0
2023-05-16,33.0,22.2,26.8,17.8,9,5.17,13.3,5,4.91,406.38,578.43,45.34,1.9,1007.0,0.44,0.342,0.384,0.448,0
2023-05-17,30.6,22.5,25.8,6.4,12,3.4,6.9,3,3.65,413.0,612.76,47.98,2.03,1010.1,0.477,0.42,0.384,0.447,0
2023-05-18,29.1,21.8,25.1,2.8,9,2.79,8.0,67,3.74,412.05,619.87,47.53,2.13,1009.8,0.495,0.499,0.398,0.447,0
2023-05-19,29.0,22.3,25.0,7.8,11,4.03,8.9,349,3.12,408.26,609.94,45.88,2.13,1007.5,0.503,0.499,0.418,0.447,0
2023-05-20,31.3,21.5,25.9,13.0,10,2.82,8.9,1,4.23,402.65,596.04,43.98,2.09,1007.2,0.5,0.506,0.439,0.447,0
2023-05-21,32.1,23.2,27.3,5.0,5,2.75,13.7,306,5.03,398.02,578.43,42.45,2.03,1008.3,0.471,0.489,0.446,0.447,0
2023-05-22,31.6,23.6,27.6,0.4,4,2.73,6.2,260,4.85,394.37,565.24,41.46,1.97,1008.5,0.463,0.476,0.447,0.447,0
2023-05-23,30.8,22.9,25.9,11.4,8,3.45,8.5,100,3.72,392.55,557.47,40.88,1.94,1008.5,0.486,0.469,0.446,0.447,0
2023-05-24,29.5,22.5,25.2,1.9,8,1.96,6.5,128,3.87,395.28,562.64,42.15,1.94,1007.1,0.468,0.471,0.446,0.447,0
2023-05-25,32.0,22.8,26.7,30.4,8,3.26,6.2,127,4.86,403.58,589.2,46.21,2.03,1006.5,0.47,0.484,0.447,0.447,0
2023-05-26,30.1,22.1,26.1,16.3,12,3.63,7.3,94,3.89,407.32,607.13,47.08,2.09,1007.8,0.493,0.504,0.461,0.447,0
2023-05-27,29.6,22.7,25.2,6.3,9,4.09,10.4,354,3.76,404.51,601.56,45.99,2.13,1007.2,0.498,0.496,0.468,0.447,0
2023-05-28,32.0,22.8,27.3,0.0,0,1.9,4.6,335,5.23,398.94,589.2,44.6,2.13,1007.1,0.471,0.484,0.469,0.447,0
2023-05-29,33.3,22.9,28.2,0.0,0,2.19,4.8,326,5.55,394.37,575.77,43.36,2.09,1007.1,0.443,0.47,0.467,0.447,0
2023-05-30,34.2,24.0,29.1,0.0,0,2.61,5.3,283,5.72,390.74,563.94,42.25,2.03,1006.0,0.415,0.453,0.464,0.447,0
2023-05-31,34.6,25.2,29.8,0.0,0,3.01,6.2,253,5.81,388.05,556.19,41.56,2.0,1004.1,0.388,0.437,0.461,0.447,0
2023-06-01,33.2,24.4,29.1,4.5,6,3.42,9.8,272,4.84,386.26,549.81,41.27,1.97,1003.4,0.379,0.424,0.458,0.447,0
2023-06-02,32.5,24.2,27.8,20.9,9,3.36,9.6,309,4.23,385.37,547.28,41.07,1.97,1004.4,0.466,0.433,0.455,0.447,0
2023-06-03,31.8,23.4,27.8,9.7,10,5.0,11.0,88,4.7,384.48,546.02,40.78,1.94,1005.5,0.488,0.5,0.459,0.447,0
2023-06-04,33.4,25.4,28.8,2.8,4,2.38,5.3,256,4.72,384.48,543.5,40.5,1.94,1004.5,0.48,0.496,0.463,0.447,0
2023-06-05,34.4,25.9,30.0,0.1,1,2.92,5.8,320,5.31,382.71,541.0,40.21,1.9,1002.7,0.453,0.478,0.464,0.447,0
2023-06-06,34.5,26.4,30.3,0.0,0,1.6,3.9,343,4.53,381.82,537.27,39.93,1.88,1001.7,0.434,0.463,0.463,0.447,0
2023-06-07,35.4,26.5,30.3,1.9,3,2.52,4.6,129,5.19,381.82,536.03,39.83,1.88,1001.2,0.413,0.449,0.461,0.447,0
2023-06-08,34.9,25.3,29.6,40.6,13,3.86,8.1,118,4.39,384.48,553.63,40.98,1.88,1000.8,0.444,0.451,0.454,0.447,0
2023-06-09,31.5,25.2,27.5,26.6,21,2.66,5.2,100,3.1,403.58,594.66,48.2,2.03,1000.2,0.504,0.512,0.473,0.447,0
2023-06-10,32.8,25.4,28.4,14.2,13,2.51,7.3,85,4.63,425.58,643.17,52.58,2.25,999.5,0.499,0.504,0.488,0.448,0
2023-06-11,27.3,24.2,25.7,26.3,20,3.14,6.4,82,1.27,442.61,684.49,55.1,2.5,1000.3,0.506,0.513,0.506,0.449,0
2023-06-12,31.3,24.0,27.4,4.8,11,1.91,5.8,177,3.79,443.63,694.02,53.95,2.67,1000.5,0.49,0.491,0.512,0.455,0
2023-06-13,32.0,24.7,27.6,9.7,14,3.52,8.7,123,4.34,438.54,673.53,52.21,2.72,999.6,0.496,0.493,0.507,0.458,0
2023-06-14,28.5,24.1,25.7,25.5,14,4.2,13.3,10,1.89,441.59,670.43,52.58,2.75,1000.7,0.502,0.514,0.515,0.463,0
2023-06-15,28.5,23.8,25.0,38.5,20,3.58,11.5,7,1.6,445.68,689.24,53.45,2.81,1001.8,0.506,0.508,0.516,0.471,0
2023-06-16,27.6,24.0,25.3,24.4,18,4.11,10.5,44,1.45,452.94,733.51,58.84,2.98,1002.3,0.509,0.504,0.517,0.48,0
2023-06-17,28.7,23.9,25.4,16.4,20,4.3,10.8,58,1.95,462.45,768.13,61.66,3.21,1004.2,0.503,0.493,0.517,0.492,0
2023-06-18,32.1,24.3,26.6,9.6,18,3.62,7.7,352,3.33,463.52,773.46,61.23,3.35,1004.6,0.499,0.498,0.512,0.496,0
2023-06-19,28.2,24.1,25.5,26.6,17,2.85,7.6,52,1.65,463.52,773.46,60.66,3.41,1004.2,0.506,0.501,0.517,0.503,0
2023-06-20,32.6,24.3,27.5,5.7,14,3.01,7.7,209,4.66,467.81,777.04,61.09,3.43,1003.7,0.498,0.498,0.513,0.505,0
2023-06-21,31.4,24.3,27.0,25.2,19,4.75,8.6,338,3.32,472.15,784.24,61.37,3.46,1004.4,0.499,0.498,0.515,0.51,0
2023-06-22,30.5,24.2,26.7,30.4,20,2.64,7.7,7,2.9,478.73,793.33,62.1,3.5,1004.6,0.502,0.506,0.513,0.511,0
2023-06-23,31.7,24.4,28.0,5.4,14,1.94,5.7,360,4.37,482.06,804.38,63.12,3.55,1003.6,0.489,0.485,0.513,0.517,0
2023-06-24,33.3,25.2,28.8,3.4,8,2.91,5.9,307,5.18,485.41,806.24,63.86,3.58,1002.8,0.49,0.497,0.502,0.516,0
2023-06-25,32.8,25.0,28.8,5.1,17,3.62,8.5,125,4.68,489.91,804.38,64.01,3.59,1003.5,0.48,0.49,0.491,0.516,0
2023-06-26,33.5,25.7,28.9,9.2,9,3.58,7.0,44,4.97,495.59,808.1,64.77,3.61,1003.5,0.486,0.482,0.48,0.515,0
2023-06-27,32.1,24.7,27.2,35.3,18,5.55,10.4,330,3.27,508.33,838.46,68.66,3.69,1005.4,0.5,0.5,0.476,0.513,0
2023-06-28,30.6,24.7,27.0,23.7,22,3.96,8.7,326,3.64,519.0,869.96,71.44,3.83,1006.8,0.506,0.508,0.482,0.512,0
2023-06-29,32.0,24.8,27.1,20.1,14,5.11,11.2,17,3.92,529.88,890.25,72.11,3.92,1005.7,0.503,0.509,0.488,0.511,0
2023-06-30,30.8,24.6,26.8,22.8,21,3.1,8.3,215,3.14,533.56,906.82,72.62,3.99,1004.6,0.509,0.515,0.499,0.511,0
2023-07-01,31.2,24.8,27.1,21.2,18,3.71,10.0,332,3.69,536.03,917.33,73.82,4.06,1004.7,0.504,0.508,0.506,0.511,0
2023-07-02,31.6,24.8,27.5,27.5,19,2.98,7.9,39,3.69,537.27,925.83,74.86,4.15,1004.0,0.504,0.509,0.516,0.514,0
2023-07-03,30.9,25.4,27.4,9.3,14,2.5,7.4,15,2.37,537.27,923.7,75.03,4.2,1003.9,0.499,0.498,0.502,0.516,0
2023-07-04,33.1,25.8,28.8,20.9,15,2.62,5.9,255,4.37,537.27,925.83,76.62,4.25,1002.5,0.49,0.492,0.491,0.515,0
2023-07-05,33.0,25.8,28.5,64.6,22,4.53,8.8,152,4.84,552.35,936.56,80.1,4.36,1002.6,0.501,0.508,0.493,0.515,0
2023-07-06,31.5,24.6,27.2,43.0,24,3.12,7.5,13,3.05,578.43,965.05,82.37,4.52,1005.4,0.505,0.515,0.511,0.514,0
2023-07-07,32.1,25.2,27.7,31.7,20,3.61,7.8,98,3.81,611.35,996.7,82.37,4.61,1006.5,0.499,0.492,0.504,0.519,0
2023-07-08,32.4,25.3,28.6,11.6,19,2.2,5.5,188,4.25,629.96,1015.25,80.85,4.61,1006.2,0.499,0.5,0.486,0.517,0
2023-07-09,32.7,25.7,28.8,12.6,17,3.14,6.6,198,4.91,637.26,1029.39,80.85,4.57,1004.7,0.495,0.497,0.476,0.516,0
2023-07-10,30.3,25.8,27.1,50.4,21,2.82,7.1,151,2.88,649.13,1043.72,81.41,4.61,1005.0,0.511,0.514,0.477,0.516,0
2023-07-11,32.0,25.2,27.6,13.2,23,3.01,8.2,203,2.74,656.66,1053.39,81.22,4.66,1004.8,0.509,0.508,0.457,0.516,0
2023-07-12,30.8,25.2,27.5,26.8,22,2.92,7.6,232,3.02,656.66,1055.82,79.91,4.66,1005.2,0.509,0.512,0.464,0.515,0
2023-07-13,29.8,25.1,27.0,13.8,23,2.25,6.1,270,2.08,656.66,1053.39,79.17,4.64,1005.4,0.508,0.51,0.474,0.514,0
2023-07-14,31.7,25.3,27.9,3.9,9,3.26,10.5,201,3.99,659.69,1055.82,78.25,4.62,1005.0,0.497,0.503,0.481,0.513,0
2023-07-15,32.4,25.6,28.6,9.0,11,2.16,5.8,331,4.75,661.22,1050.96,76.98,4.57,1003.9,0.486,0.492,0.479,0.512,0
2023-07-16,32.8,25.3,29.0,7.2,10,2.31,4.3,42,4.56,659.69,1041.32,75.56,4.5,1003.1,0.476,0.479,0.472,0.511,0
2023-07-17,29.1,24.4,26.7,39.6,17,2.02,4.6,65,1.74,661.22,1034.14,75.38,4.47,1002.3,0.504,0.495,0.467,0.511,0
2023-07-18,34.5,25.6,29.7,9.8,5,2.82,4.8,191,5.42,668.88,1046.13,77.52,4.48,1001.0,0.492,0.502,0.474,0.51,0
2023-07-19,34.8,26.4,30.4,0.1,1,2.34,4.3,224,5.23,675.08,1053.39,78.62,4.52,1000.2,0.472,0.492,0.48,0.509,0
2023-07-20,34.8,25.4,29.5,42.4,14,3.26,7.4,161,5.15,675.08,1058.25,80.47,4.57,1001.4,0.482,0.487,0.475,0.509,0
2023-07-21,33.6,25.1,29.0,31.0,12,2.33,5.4,90,4.61,679.77,1070.52,84.31,4.69,1005.3,0.494,0.509,0.497,0.508,0
2023-07-22,33.9,25.6,29.5,26.1,12,2.04,5.1,95,5.03,694.02,1090.44,89.16,4.86,1007.2,0.49,0.502,0.513,0.509,0
2023-07-23,32.2,24.8,28.8,33.4,18,3.6,6.8,167,3.95,720.11,1126.2,94.06,5.08,1005.9,0.495,0.488,0.514,0.515,0
2023-07-24,32.2,25.4,27.9,7.7,9,2.4,5.0,78,3.33,745.45,1155.11,96.27,5.22,1004.5,0.489,0.491,0.509,0.518,0
2023-07-25,34.1,25.0,29.2,16.2,13,3.24,6.6,283,4.99,766.36,1168.5,95.83,5.25,1004.6,0.474,0.481,0.485,0.518,0
2023-07-26,32.8,24.9,28.3,17.1,14,3.76,8.7,86,4.8,786.05,1179.32,94.28,5.24,1005.8,0.493,0.508,0.494,0.517,0
