date,pressure_msl (hPa),soil_moisture_0_to_7cm (m³/m³),soil_moisture_7_to_28cm (m³/m³),soil_moisture_28_to_100cm (m³/m³),soil_moisture_100_to_255cm (m³/m³)
2023-04-26,1008.0,0.347,0.362,0.429,0.452
2023-04-27,1008.5,0.325,0.358,0.427,0.451
2023-04-28,1008.7,0.306,0.353,0.426,0.451
2023-04-29,1007.7,0.286,0.346,0.423,0.451
2023-04-30,1006.9,0.27,0.343,0.42,0.451
2023-05-01,1008.3,0.259,0.34,0.418,0.451
2023-05-02,1009.2,0.247,0.333,0.413,0.451
2023-05-03,1010.1,0.302,0.327,0.409,0.45
2023-05-04,1009.1,0.372,0.332,0.406,0.45
2023-05-05,1005.9,0.454,0.358,0.403,0.45
2023-05-06,1005.3,0.428,0.371,0.399,0.45
2023-05-07,1004.9,0.388,0.367,0.396,0.45
2023-05-08,1004.4,0.35,0.361,0.393,0.449
2023-05-09,1004.4,0.322,0.355,0.392,0.449
2023-05-10,1006.2,0.306,0.348,0.39,0.449
2023-05-11,1007.0,0.29,0.343,0.39,0.449
2023-05-12,1006.6,0.286,0.337,0.389,0.448
2023-05-13,1004.9,0.272,0.333,0.388,0.448
2023-05-14,1000.7,0.309,0.332,0.388,0.448
2023-05-15,1005.1,0.343,0.33,0.387,0.448
2023-05-16,1007.0,0.44,0.342,0.384,0.448
2023-05-17,1010.1,0.477,0.42,0.384,0.447
2023-05-18,1009.8,0.495,0.499,0.398,0.447
2023-05-19,1007.5,0.503,0.499,0.418,0.447
2023-05-20,1007.2,0.5,0.506,0.439,0.447
2023-05-21,1008.3,0.471,0.489,0.446,0.447
2023-05-22,1008.5,0.463,0.476,0.447,0.447
2023-05-23,1008.5,0.486,0.469,0.446,0.447
2023-05-24,1007.1,0.468,0.471,0.446,0.447
2023-05-25,1006.5,0.47,0.484,0.447,0.447
2023-05-26,1007.8,0.493,0.504,0.461,0.447
2023-05-27,1007.2,0.498,0.496,0.468,0.447
2023-05-28,1007.1,0.471,0.484,0.469,0.447
2023-05-29,1007.1,0.443,0.47,0.467,0.447
2023-05-30,1006.0,0.415,0.453,0.464,0.447
2023-05-31,1004.1,0.388,0.437,0.461,0.447
2023-06-01,1003.4,0.379,0.424,0.458,0.447
2023-06-02,1004.4,0.466,0.433,0.455,0.447
2023-06-03,1005.5,0.488,0.5,0.459,0.447
2023-06-04,1004.5,0.48,0.496,0.463,0.447
2023-06-05,1002.7,0.453,0.478,0.464,0.447
2023-06-06,1001.7,0.434,0.463,0.463,0.447
2023-06-07,1001.2,0.413,0.449,0.461,0.447
2023-06-08,1000.8,0.444,0.451,0.454,0.447
2023-06-09,1000.2,0.504,0.512,0.473,0.447
2023-06-10,999.5,0.499,0.504,0.488,0.448
2023-06-11,1000.3,0.506,0.513,0.506,0.449
2023-06-12,1000.5,0.49,0.491,0.512,0.455
2023-06-13,999.6,0.496,0.493,0.507,0.458
2023-06-14,1000.7,0.502,0.514,0.515,0.463
2023-06-15,1001.8,0.506,0.508,0.516,0.471
2023-06-16,1002.3,0.509,0.504,0.517,0.48
2023-06-17,1004.2,0.503,0.493,0.517,0.492
2023-06-18,1004.6,0.499,0.498,0.512,0.496
2023-06-19,1004.2,0.506,0.501,0.517,0.503
2023-06-20,1003.7,0.498,0.498,0.513,0.505
2023-06-21,1004.4,0.499,0.498,0.515,0.51
2023-06-22,1004.6,0.502,0.506,0.513,0.511
2023-06-23,1003.6,0.489,0.485,0.513,0.517
2023-06-24,1002.8,0.49,0.497,0.502,0.516
2023-06-25,1003.5,0.48,0.49,0.491,0.516
2023-06-26,1003.5,0.486,0.482,0.48,0.515
2023-06-27,1005.4,0.5,0.5,0.476,0.513
2023-06-28,1006.8,0.506,0.508,0.482,0.512
2023-06-29,1005.7,0.503,0.509,0.488,0.511
2023-06-30,1004.6,0.509,0.515,0.499,0.511
2023-07-01,1004.7,0.504,0.508,0.506,0.511
2023-07-02,1004.0,0.504,0.509,0.516,0.514
2023-07-03,1003.9,0.499,0.498,0.502,0.516
2023-07-04,1002.5,0.49,0.492,0.491,0.515
2023-07-05,1002.6,0.501,0.508,0.493,0.515
2023-07-06,1005.4,0.505,0.515,0.511,0.514
2023-07-07,1006.5,0.499,0.492,0.504,0.519
2023-07-08,1006.2,0.499,0.5,0.486,0.517
2023-07-09,1004.7,0.495,0.497,0.476,0.516
2023-07-10,1005.0,0.511,0.514,0.477,0.516
2023-07-11,1004.8,0.509,0.508,0.457,0.516
2023-07-12,1005.2,0.509,0.512,0.464,0.515
2023-07-13,1005.4,0.508,0.51,0.474,0.514
2023-07-14,1005.0,0.497,0.503,0.481,0.513
2023-07-15,1003.9,0.486,0.492,0.479,0.512
2023-07-16,1003.1,0.476,0.479,0.472,0.511
2023-07-17,1002.3,0.504,0.495,0.467,0.511
2023-07-18,1001.0,0.492,0.502,0.474,0.51
2023-07-19,1000.2,0.472,0.492,0.48,0.509
2023-07-20,1001.4,0.482,0.487,0.475,0.509
2023-07-21,1005.3,0.494,0.509,0.497,0.508
2023-07-22,1007.2,0.49,0.502,0.513,0.509
2023-07-23,1005.9,0.495,0.488,0.514,0.515
2023-07-24,1004.5,0.489,0.491,0.509,0.518
2023-07-25,1004.6,0.474,0.481,0.485,0.518
2023-07-26,1005.8,0.493,0.508,0.494,0.517
2023-07-27,1004.3,0.502,0.509,0.494,0.516
2023-07-28,1001.9,0.505,0.513,0.503,0.515
2023-07-29,1000.5,0.487,0.496,0.505,0.515
2023-07-30,997.9,0.458,0.477,0.512,0.515
2023-07-31,996.4,0.43,0.456,0.499,0.515
2023-08-01,996.0,0.388,0.437,0.484,0.514
2023-08-02,1000.4,0.452,0.432,0.474,0.513
2023-08-03,1002.1,0.496,0.478,0.467,0.512
2023-08-04,1004.4,0.505,0.508,0.471,0.512
2023-08-05,1004.0,0.506,0.512,0.484,0.511
2023-08-06,1000.5,0.508,0.514,0.506,0.511
2023-08-07,998.5,0.511,0.503,0.461,0.518
2023-08-08,1001.5,0.51,0.511,0.459,0.516
2023-08-09,1004.4,0.5,0.504,0.459,0.514
2023-08-10,1005.5,0.503,0.509,0.47,0.513
2023-08-11,1004.2,0.5,0.504,0.484,0.512
2023-08-12,1002.8,0.509,0.513,0.499,0.512
2023-08-13,1004.2,0.502,0.509,0.497,0.512
2023-08-14,1004.2,0.5,0.508,0.504,0.511
2023-08-15,1004.3,0.501,0.505,0.516,0.514
2023-08-16,1003.5,0.487,0.491,0.512,0.518
2023-08-17,1002.9,0.478,0.485,0.5,0.517
2023-08-18,1004.6,0.489,0.489,0.509,0.517
2023-08-19,1006.0,0.488,0.492,0.492,0.516
2023-08-20,1005.3,0.482,0.489,0.481,0.515
2023-08-21,1004.9,0.488,0.483,0.471,0.514
2023-08-22,1005.7,0.512,0.51,0.472,0.513
2023-08-23,1003.6,0.498,0.499,0.472,0.512
2023-08-24,1001.8,0.503,0.505,0.472,0.511
2023-08-25,1001.3,0.504,0.51,0.481,0.511
2023-08-26,1001.8,0.511,0.511,0.512,0.512
2023-08-27,1001.9,0.509,0.515,0.512,0.517
2023-08-28,1003.0,0.501,0.492,0.499,0.517
2023-08-29,1002.9,0.474,0.479,0.505,0.516
2023-08-30,1003.8,0.436,0.459,0.491,0.515
2023-08-31,1005.1,0.43,0.448,0.478,0.515
2023-09-01,1005.0,0.497,0.504,0.477,0.514
2023-09-02,1003.5,0.491,0.501,0.476,0.513
2023-09-03,1001.7,0.479,0.495,0.47,0.512
2023-09-04,1001.3,0.474,0.494,0.471,0.511
2023-09-05,1001.7,0.449,0.474,0.466,0.51
2023-09-06,1003.6,0.439,0.46,0.46,0.509
2023-09-07,1005.2,0.501,0.496,0.458,0.509
2023-09-08,1007.1,0.503,0.51,0.477,0.508
2023-09-09,1004.5,0.488,0.501,0.487,0.508
2023-09-10,1002.4,0.484,0.488,0.482,0.507
2023-09-11,1002.1,0.497,0.504,0.485,0.507
2023-09-12,1002.7,0.499,0.509,0.489,0.507
2023-09-13,1003.3,0.488,0.498,0.515,0.508
2023-09-14,1005.7,0.492,0.484,0.513,0.514
2023-09-15,1006.3,0.466,0.47,0.503,0.514
2023-09-16,1005.1,0.442,0.458,0.493,0.514
2023-09-17,1002.6,0.419,0.442,0.484,0.513
2023-09-18,1004.4,0.436,0.43,0.477,0.512
2023-09-19,1007.4,0.499,0.502,0.474,0.511
2023-09-20,1007.9,0.502,0.506,0.478,0.511
2023-09-21,1009.1,0.505,0.515,0.498,0.51
2023-09-22,1009.2,0.496,0.51,0.514,0.511
2023-09-23,1008.7,0.498,0.497,0.512,0.512
2023-09-24,1006.9,0.48,0.489,0.508,0.512
2023-09-25,1006.5,0.461,0.474,0.501,0.511
2023-09-26,1006.2,0.466,0.469,0.492,0.511
2023-09-27,1004.9,0.44,0.457,0.485,0.511
2023-09-28,1003.3,0.414,0.443,0.478,0.51
2023-09-29,1003.8,0.391,0.43,0.469,0.509
2023-09-30,1005.8,0.488,0.452,0.46,0.509
2023-10-01,1005.1,0.492,0.495,0.457,0.508
2023-10-02,1006.5,0.495,0.505,0.47,0.507
2023-10-03,1008.2,0.497,0.505,0.477,0.507
2023-10-04,1008.4,0.498,0.501,0.49,0.506
2023-10-05,1006.8,0.497,0.503,0.492,0.506
2023-10-06,1006.5,0.511,0.507,0.504,0.516
2023-10-07,1007.6,0.501,0.503,0.47,0.516
2023-10-08,1008.9,0.507,0.511,0.476,0.515
2023-10-09,1010.0,0.501,0.502,0.478,0.514
2023-10-10,1009.3,0.483,0.497,0.483,0.513
2023-10-11,1009.7,0.476,0.486,0.475,0.513
2023-10-12,1012.0,0.496,0.498,0.47,0.512
2023-10-13,1012.3,0.475,0.49,0.467,0.511
2023-10-14,1011.1,0.454,0.47,0.46,0.51
2023-10-15,1010.0,0.434,0.455,0.454,0.509
2023-10-16,1010.8,0.413,0.441,0.449,0.508
2023-10-17,1011.7,0.398,0.43,0.444,0.507
2023-10-18,1012.1,0.386,0.423,0.44,0.507
2023-10-19,1012.8,0.373,0.414,0.437,0.506
2023-10-20,1012.9,0.359,0.405,0.434,0.505
2023-10-21,1013.0,0.348,0.399,0.43,0.504
2023-10-22,1013.0,0.34,0.396,0.428,0.503
2023-10-23,1012.3,0.358,0.387,0.425,0.502
2023-10-24,1010.8,0.325,0.379,0.422,0.502
2023-10-25,1011.6,0.317,0.374,0.418,0.501
2023-10-26,1012.7,0.32,0.367,0.414,0.5
2023-10-27,1011.9,0.311,0.357,0.411,0.499
2023-10-28,1012.1,0.301,0.353,0.407,0.498
2023-10-29,1012.1,0.293,0.351,0.405,0.498
2023-10-30,1012.9,0.285,0.348,0.401,0.497
2023-10-31,1013.6,0.277,0.339,0.396,0.496
2023-11-01,1013.3,0.268,0.335,0.395,0.495
2023-11-02,1012.3,0.262,0.331,0.392,0.494
2023-11-03,1010.9,0.255,0.328,0.391,0.494
2023-11-04,1011.6,0.253,0.33,0.393,0.493
2023-11-05,1013.3,0.247,0.326,0.391,0.492
2023-11-06,1013.2,0.247,0.326,0.39,0.491
2023-11-07,1012.5,0.252,0.33,0.391,0.491
2023-11-08,1012.4,0.257,0.331,0.389,0.49
2023-11-09,1013.3,0.256,0.33,0.387,0.489
2023-11-10,1014.1,0.255,0.331,0.388,0.489
2023-11-11,1014.4,0.254,0.331,0.389,0.488
2023-11-12,1014.6,0.257,0.333,0.391,0.488
2023-11-13,1014.6,0.252,0.33,0.389,0.487
2023-11-14,1014.3,0.247,0.326,0.386,0.486
2023-11-15,1014.7,0.244,0.325,0.385,0.486
2023-11-16,1016.1,0.244,0.322,0.384,0.485
2023-11-17,1014.0,0.432,0.393,0.386,0.485
2023-11-18,1014.5,0.491,0.496,0.407,0.484
2023-11-19,1014.8,0.47,0.479,0.412,0.484
2023-11-20,1014.7,0.451,0.466,0.411,0.484
2023-11-21,1013.1,0.439,0.456,0.408,0.483
2023-11-22,1012.6,0.429,0.447,0.407,0.483
2023-11-23,1012.3,0.417,0.438,0.404,0.483
2023-11-24,1013.8,0.404,0.43,0.401,0.482
2023-11-25,1015.5,0.393,0.421,0.399,0.482
2023-11-26,1015.7,0.381,0.414,0.397,0.481
2023-11-27,1014.3,0.368,0.405,0.393,0.481
2023-11-28,1013.2,0.358,0.397,0.391,0.481
2023-11-29,1014.2,0.352,0.393,0.391,0.48
2023-11-30,1014.4,0.345,0.388,0.39,0.48
2023-12-01,1013.6,0.333,0.38,0.388,0.479
2023-12-02,1014.2,0.327,0.376,0.388,0.479
2023-12-03,1014.1,0.324,0.374,0.389,0.479
2023-12-04,1012.7,0.321,0.372,0.39,0.478
2023-12-05,1013.8,0.323,0.373,0.392,0.478
2023-12-06,1014.3,0.322,0.37,0.391,0.478
2023-12-07,1012.6,0.407,0.371,0.391,0.477
2023-12-08,1012.0,0.486,0.474,0.392,0.477
2023-12-09,1012.8,0.471,0.471,0.394,0.477
2023-12-10,1013.1,0.466,0.465,0.394,0.477
2023-12-11,1013.3,0.452,0.458,0.395,0.476
2023-12-12,1012.5,0.44,0.45,0.396,0.476
2023-12-13,1014.1,0.433,0.444,0.397,0.476
2023-12-14,1016.7,0.426,0.439,0.396,0.475
2023-12-15,1015.6,0.418,0.434,0.396,0.475
2023-12-16,1015.2,0.411,0.429,0.397,0.475
2023-12-17,1015.4,0.404,0.424,0.397,0.474
2023-12-18,1016.1,0.397,0.419,0.397,0.474
2023-12-19,1016.2,0.389,0.414,0.396,0.474
2023-12-20,1015.1,0.379,0.407,0.393,0.474
2023-12-21,1014.9,0.366,0.398,0.391,0.473
2023-12-22,1016.0,0.356,0.393,0.39,0.473
2023-12-23,1017.8,0.35,0.388,0.389,0.473
2023-12-24,1018.4,0.35,0.383,0.387,0.472
2023-12-25,1017.2,0.356,0.378,0.384,0.472
2023-12-26,1017.6,0.349,0.377,0.384,0.472
2023-12-27,1017.3,0.341,0.373,0.383,0.472
2023-12-28,1016.8,0.333,0.369,0.381,0.471
2023-12-29,1016.0,0.327,0.366,0.38,0.471
2023-12-30,1015.0,0.322,0.364,0.379,0.471
2023-12-31,1015.2,0.317,0.361,0.379,0.47
2024-01-01,1015.1,0.315,0.362,0.381,0.47
2024-01-02,1015.1,0.314,0.362,0.384,0.47
2024-01-03,1014.8,0.315,0.364,0.388,0.469
2024-01-04,1015.3,0.317,0.367,0.393,0.469
2024-01-05,1016.1,0.321,0.371,0.399,0.469
2024-01-06,1016.3,0.324,0.375,0.403,0.469
2024-01-07,1016.7,0.324,0.375,0.404,0.469
2024-01-08,1016.8,0.323,0.374,0.404,0.468
2024-01-09,1015.5,0.324,0.376,0.406,0.468
2024-01-10,1014.9,0.327,0.378,0.409,0.468
2024-01-11,1016.0,0.335,0.385,0.416,0.468
2024-01-12,1014.8,0.34,0.388,0.421,0.468
2024-01-13,1015.0,0.343,0.389,0.423,0.468
2024-01-14,1014.8,0.343,0.389,0.424,0.467
2024-01-15,1014.1,0.343,0.388,0.424,0.467
2024-01-16,1014.5,0.343,0.387,0.424,0.467
2024-01-17,1015.5,0.344,0.387,0.425,0.467
2024-01-18,1015.6,0.347,0.39,0.429,0.467
2024-01-19,1015.8,0.345,0.389,0.429,0.467
2024-01-20,1015.5,0.338,0.385,0.427,0.467
2024-01-21,1016.1,0.337,0.384,0.428,0.466
2024-01-22,1017.5,0.343,0.389,0.43,0.466
2024-01-23,1016.2,0.345,0.39,0.432,0.466
2024-01-24,1017.0,0.346,0.39,0.433,0.466
2024-01-25,1018.9,0.344,0.388,0.432,0.466
2024-01-26,1018.4,0.341,0.386,0.429,0.466
2024-01-27,1018.2,0.333,0.381,0.427,0.466
2024-01-28,1018.1,0.322,0.373,0.423,0.465
2024-01-29,1017.0,0.314,0.368,0.42,0.465
2024-01-30,1016.7,0.311,0.368,0.421,0.465
2024-01-31,1016.5,0.312,0.369,0.421,0.465
2024-02-01,1016.1,0.311,0.367,0.42,0.465
2024-02-02,1015.2,0.331,0.359,0.414,0.465
2024-02-03,1016.3,0.371,0.354,0.412,0.464
2024-02-04,1017.2,0.357,0.35,0.413,0.464
2024-02-05,1016.6,0.346,0.348,0.417,0.464
2024-02-06,1016.5,0.382,0.343,0.414,0.464
2024-02-07,1015.6,0.385,0.341,0.41,0.464
2024-02-08,1016.5,0.368,0.339,0.407,0.463
2024-02-09,1017.9,0.35,0.336,0.405,0.463
2024-02-10,1017.4,0.329,0.33,0.4,0.463
2024-02-11,1018.1,0.313,0.327,0.395,0.463
2024-02-12,1018.6,0.303,0.325,0.394,0.463
2024-02-13,1017.8,0.301,0.326,0.397,0.462
2024-02-14,1016.5,0.301,0.328,0.401,0.462
2024-02-15,1017.3,0.295,0.327,0.397,0.462
2024-02-16,1015.8,0.286,0.324,0.391,0.462
2024-02-17,1013.5,0.283,0.324,0.392,0.461
2024-02-18,1014.3,0.284,0.326,0.394,0.461
2024-02-19,1013.8,0.286,0.327,0.399,0.461
2024-02-20,1011.5,0.305,0.329,0.405,0.461
2024-02-21,1011.1,0.38,0.333,0.409,0.461
2024-02-22,1012.1,0.487,0.376,0.409,0.46
2024-02-23,1014.3,0.47,0.423,0.41,0.46
2024-02-24,1015.4,0.442,0.428,0.409,0.46
2024-02-25,1016.2,0.427,0.425,0.408,0.46
2024-02-26,1015.5,0.415,0.421,0.408,0.46
2024-02-27,1013.9,0.404,0.417,0.407,0.46
2024-02-28,1012.8,0.389,0.41,0.406,0.46
2024-02-29,1013.7,0.377,0.404,0.405,0.459
2024-03-01,1014.0,0.364,0.397,0.403,0.459
2024-03-02,1012.9,0.35,0.39,0.401,0.459
2024-03-03,1012.1,0.342,0.385,0.4,0.459
2024-03-04,1012.6,0.342,0.384,0.401,0.459
2024-03-05,1012.4,0.336,0.381,0.401,0.459
2024-03-06,1012.4,0.327,0.375,0.401,0.458
2024-03-07,1012.2,0.317,0.369,0.399,0.458
2024-03-08,1012.3,0.313,0.366,0.399,0.458
2024-03-09,1013.1,0.31,0.365,0.4,0.458
2024-03-10,1014.7,0.306,0.363,0.4,0.458
2024-03-11,1012.7,0.302,0.361,0.4,0.458
2024-03-12,1011.5,0.297,0.357,0.399,0.457
2024-03-13,1012.0,0.293,0.353,0.397,0.457
2024-03-14,1011.8,0.334,0.349,0.396,0.457
2024-03-15,1012.7,0.427,0.349,0.394,0.457
2024-03-16,1013.3,0.403,0.351,0.394,0.457
2024-03-17,1012.5,0.391,0.355,0.396,0.457
2024-03-18,1011.6,0.382,0.359,0.398,0.456
2024-03-19,1011.9,0.378,0.363,0.403,0.456
2024-03-20,1013.5,0.38,0.369,0.407,0.456
2024-03-21,1013.3,0.428,0.372,0.407,0.456
2024-03-22,1010.1,0.453,0.392,0.407,0.456
2024-03-23,1009.9,0.428,0.391,0.404,0.456
2024-03-24,1012.3,0.458,0.41,0.401,0.456
2024-03-25,1011.5,0.457,0.421,0.399,0.456
2024-03-26,1013.0,0.462,0.441,0.397,0.455
2024-03-27,1013.2,0.445,0.441,0.398,0.455
2024-03-28,1010.7,0.434,0.437,0.398,0.455
2024-03-29,1009.9,0.416,0.432,0.399,0.455
2024-03-30,1011.2,0.48,0.447,0.398,0.455
2024-03-31,1009.4,0.503,0.502,0.409,0.455
2024-04-01,1006.0,0.492,0.501,0.445,0.455
2024-04-02,1006.5,0.488,0.483,0.451,0.455
2024-04-03,1007.8,0.491,0.488,0.453,0.455
2024-04-04,1007.7,0.5,0.499,0.455,0.454
2024-04-05,1006.4,0.501,0.508,0.47,0.455
2024-04-06,1005.8,0.492,0.504,0.483,0.455
2024-04-07,1008.1,0.502,0.511,0.496,0.456
2024-04-08,1010.3,0.484,0.499,0.5,0.457
2024-04-09,1010.0,0.467,0.483,0.498,0.458
2024-04-10,1010.5,0.455,0.471,0.497,0.459
2024-04-11,1011.2,0.448,0.464,0.494,0.46
2024-04-12,1010.2,0.433,0.454,0.49,0.461
2024-04-13,1009.8,0.416,0.445,0.487,0.461
2024-04-14,1010.0,0.396,0.432,0.483,0.462
2024-04-15,1009.2,0.391,0.425,0.48,0.462
2024-04-16,1007.0,0.393,0.421,0.477,0.462
2024-04-17,1006.6,0.459,0.453,0.475,0.462
2024-04-18,1005.4,0.487,0.498,0.477,0.462
2024-04-19,1003.0,0.497,0.501,0.481,0.462
2024-04-20,1002.3,0.502,0.509,0.493,0.464
2024-04-21,1004.6,0.506,0.514,0.511,0.465
2024-04-22,1005.5,0.5,0.498,0.514,0.47
2024-04-23,1005.0,0.492,0.499,0.508,0.473
2024-04-24,1004.6,0.481,0.483,0.503,0.475
2024-04-25,1005.0,0.478,0.488,0.5,0.476
2024-04-26,1005.2,0.481,0.488,0.496,0.477
2024-04-27,1005.1,0.485,0.48,0.492,0.477
2024-04-28,1005.9,0.493,0.505,0.499,0.478
2024-04-29,1005.7,0.502,0.511,0.506,0.479
2024-04-30,1002.0,0.499,0.509,0.51,0.481
2024-05-01,1001.8,0.501,0.495,0.515,0.493
2024-05-02,1004.4,0.498,0.504,0.516,0.501
2024-05-03,1006.8,0.477,0.48,0.511,0.507
2024-05-04,1005.8,0.465,0.472,0.505,0.507
2024-05-05,1006.5,0.505,0.511,0.517,0.509
2024-05-06,1008.7,0.499,0.496,0.512,0.517
2024-05-07,1010.0,0.468,0.482,0.496,0.517
2024-05-08,1009.6,0.458,0.468,0.483,0.516
2024-05-09,1008.3,0.463,0.461,0.472,0.515
2024-05-10,1009.5,0.478,0.473,0.464,0.514
2024-05-11,1010.2,0.497,0.49,0.458,0.512
2024-05-12,1009.4,0.473,0.483,0.451,0.511
2024-05-13,1008.6,0.442,0.466,0.442,0.51
2024-05-14,1008.3,0.419,0.449,0.434,0.509
2024-05-15,1009.0,0.402,0.435,0.43,0.508
2024-05-16,1007.4,0.379,0.421,0.425,0.507
2024-05-17,1006.0,0.38,0.409,0.42,0.506
2024-05-18,1005.6,0.486,0.481,0.418,0.505
2024-05-19,1004.7,0.468,0.477,0.417,0.504
2024-05-20,1004.9,0.448,0.463,0.414,0.503
2024-05-21,1005.2,0.452,0.456,0.411,0.502
2024-05-22,1004.8,0.464,0.463,0.411,0.501
2024-05-23,1002.6,0.424,0.446,0.406,0.5
2024-05-24,1000.9,0.441,0.434,0.398,0.499
2024-05-25,999.6,0.404,0.418,0.389,0.498
2024-05-26,998.9,0.416,0.408,0.386,0.497
2024-05-27,995.4,0.478,0.438,0.388,0.496
2024-05-28,997.0,0.511,0.517,0.496,0.497
2024-05-29,1001.6,0.508,0.496,0.517,0.505
2024-05-30,1003.6,0.502,0.487,0.516,0.513
2024-05-31,1004.3,0.503,0.493,0.478,0.517
2024-06-01,1005.6,0.494,0.502,0.474,0.514
2024-06-02,1005.8,0.497,0.501,0.466,0.513
2024-06-03,1005.5,0.505,0.512,0.498,0.512
2024-06-04,1006.0,0.503,0.513,0.513,0.512
2024-06-05,1005.2,0.487,0.491,0.512,0.517
2024-06-06,1004.7,0.46,0.469,0.495,0.517
2024-06-07,1003.2,0.495,0.489,0.482,0.516
2024-06-08,1002.8,0.497,0.507,0.499,0.515
2024-06-09,1002.8,0.501,0.509,0.489,0.518
2024-06-10,1002.7,0.499,0.504,0.479,0.517
2024-06-11,1002.3,0.494,0.5,0.474,0.516
2024-06-12,1003.2,0.504,0.51,0.492,0.517
2024-06-13,1002.6,0.505,0.512,0.499,0.518
2024-06-14,1001.8,0.503,0.509,0.5,0.518
2024-06-15,1002.2,0.507,0.51,0.488,0.518
2024-06-16,1003.6,0.51,0.509,0.515,0.517
2024-06-17,1003.3,0.509,0.513,0.484,0.519
2024-06-18,1001.4,0.51,0.517,0.5,0.517
2024-06-19,1001.3,0.507,0.507,0.478,0.519
2024-06-20,1001.9,0.489,0.495,0.454,0.516
2024-06-21,1001.4,0.485,0.494,0.451,0.515
2024-06-22,1001.8,0.49,0.501,0.459,0.513
2024-06-23,1001.9,0.494,0.489,0.456,0.512
2024-06-24,1001.3,0.5,0.502,0.461,0.511
2024-06-25,1000.9,0.484,0.495,0.472,0.51
2024-06-26,1001.8,0.483,0.484,0.469,0.51
2024-06-27,1003.8,0.51,0.511,0.502,0.512
2024-06-28,1002.6,0.507,0.509,0.513,0.517
2024-06-29,1002.3,0.509,0.509,0.48,0.518
2024-06-30,1001.3,0.51,0.516,0.505,0.517
2024-07-01,999.9,0.511,0.517,0.504,0.519
2024-07-02,1000.2,0.506,0.51,0.477,0.519
2024-07-03,1002.8,0.505,0.506,0.479,0.517
2024-07-04,1004.2,0.502,0.506,0.478,0.515
2024-07-05,1003.0,0.506,0.509,0.483,0.515
2024-07-06,1003.2,0.506,0.502,0.485,0.514
2024-07-07,1003.9,0.499,0.509,0.494,0.513
2024-07-08,1004.5,0.498,0.5,0.501,0.518
2024-07-09,1005.5,0.503,0.507,0.492,0.518
2024-07-10,1005.2,0.511,0.513,0.491,0.517
2024-07-11,1002.2,0.502,0.508,0.494,0.516
2024-07-12,1000.9,0.504,0.511,0.503,0.516
2024-07-13,998.8,0.491,0.5,0.501,0.515
2024-07-14,999.8,0.493,0.5,0.493,0.515
2024-07-15,1001.8,0.496,0.503,0.492,0.514
2024-07-16,1002.4,0.494,0.502,0.501,0.514
2024-07-17,1001.3,0.499,0.507,0.501,0.513
2024-07-18,999.6,0.493,0.506,0.497,0.513
2024-07-19,999.3,0.494,0.509,0.506,0.512
2024-07-20,1001.1,0.495,0.502,0.51,0.512
2024-07-21,1002.1,0.503,0.5,0.511,0.514
2024-07-22,1003.1,0.504,0.506,0.499,0.518
2024-07-23,999.9,0.495,0.5,0.487,0.517
2024-07-24,995.9,0.49,0.485,0.476,0.516
2024-07-25,994.0,0.484,0.494,0.478,0.515
2024-07-26,995.2,0.461,0.484,0.478,0.514
2024-07-27,998.9,0.467,0.466,0.467,0.513
2024-07-28,998.6,0.477,0.483,0.462,0.512
2024-07-29,1000.3,0.505,0.506,0.468,0.511
2024-07-30,1002.1,0.496,0.503,0.482,0.51
2024-07-31,1002.0,0.499,0.508,0.506,0.51
2024-08-01,1002.7,0.508,0.511,0.514,0.511
2024-08-02,1004.1,0.512,0.507,0.491,0.518
2024-08-03,1006.1,0.507,0.51,0.475,0.517
2024-08-04,1005.5,0.505,0.503,0.478,0.516
2024-08-05,1004.6,0.501,0.505,0.491,0.515
2024-08-06,1004.2,0.506,0.511,0.5,0.514
2024-08-07,1004.5,0.498,0.505,0.496,0.514
2024-08-08,1006.7,0.503,0.512,0.504,0.514
2024-08-09,1006.9,0.505,0.506,0.503,0.513
2024-08-10,1005.3,0.509,0.512,0.509,0.513
2024-08-11,1004.4,0.513,0.511,0.483,0.517
2024-08-12,1004.7,0.501,0.506,0.491,0.515
2024-08-13,1004.8,0.498,0.5,0.487,0.514
2024-08-14,1004.4,0.491,0.494,0.487,0.514
2024-08-15,1003.8,0.477,0.477,0.478,0.513
2024-08-16,1003.5,0.498,0.503,0.478,0.512
2024-08-17,1004.4,0.507,0.513,0.493,0.512
2024-08-18,1005.2,0.507,0.516,0.503,0.511
2024-08-19,1004.1,0.512,0.512,0.507,0.515
2024-08-20,1006.2,0.511,0.517,0.496,0.519
2024-08-21,1006.0,0.509,0.515,0.494,0.518
2024-08-22,1005.9,0.504,0.496,0.477,0.519
2024-08-23,1006.5,0.502,0.503,0.453,0.516
2024-08-24,1006.0,0.495,0.501,0.46,0.515
2024-08-25,1004.1,0.467,0.478,0.457,0.513
2024-08-26,1005.2,0.471,0.469,0.449,0.512
2024-08-27,1005.8,0.442,0.459,0.446,0.511
2024-08-28,1004.6,0.457,0.456,0.443,0.51
2024-08-29,1004.0,0.484,0.48,0.439,0.509
2024-08-30,1004.6,0.485,0.496,0.446,0.508
2024-08-31,1005.9,0.497,0.499,0.446,0.507
2024-09-01,1006.4,0.474,0.48,0.443,0.506
2024-09-02,1006.0,0.472,0.479,0.44,0.505
2024-09-03,1006.4,0.487,0.497,0.451,0.505
